Metabolite,Reference,ID,DOI,tCr_u,tCr_std,IU_u,IU_std,mM_u,mM_std,Group,Tissue,Title,GM,GM_Std,WM,WM_Std,N_Total,Female,Male,Age,Age_Std
NAA,2018_egerton_23,11,10.1038/s41380-018-0082-9,1.54,0.16,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.08,0.06,0.92,0.06,60.0,0.0,0.0,29.0,0
NAA,2018_egerton_23,12,10.1038/s41380-018-0082-9,1.53,0.1,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.08,0.06,0.92,0.06,60.0,0.0,0.0,29.0,0
NAA,2018_egerton_23,4,10.1038/s41380-018-0082-9,1.61,0.18,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.1,0.06,0.9,0.06,60.0,0.0,0.0,29.0,0
NAA,2018_egerton_23,5,10.1038/s41380-018-0082-9,1.54,0.19,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.1,0.06,0.9,0.06,60.0,0.0,0.0,29.0,0
NAA,2018_egerton_23,6,10.1038/s41380-018-0082-9,1.55,0.19,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.1,0.06,0.9,0.06,60.0,0.0,0.0,29.0,0
NAA,2018_plitman_273,2,10.1016/j.pscychresns.2018.01.004,0.0,0.0,8.0475,0.44999999999999996,0.0,0.0,Control,WM,Striatal neurometabolite levels in patients with schizophrenia undergoing long-term antipsychotic treatment: A proton magnetic resonance spectroscopy and reliability study.,0.28,0.04,0.64,0.05,11.0,3.0,8.0,40.73,12.95
NAA,2018_plitman_273,5,10.1016/j.pscychresns.2018.01.004,0.0,0.0,8.272499999999999,0.72,0.0,0.0,Control,WM,Striatal neurometabolite levels in patients with schizophrenia undergoing long-term antipsychotic treatment: A proton magnetic resonance spectroscopy and reliability study.,0.28,0.04,0.64,0.05,11.0,3.0,8.0,40.73,12.95
NAA,2018_plitman_273,6,10.1016/j.pscychresns.2018.01.004,0.0,0.0,8.040000000000001,0.5475,0.0,0.0,Control,WM,Striatal neurometabolite levels in patients with schizophrenia undergoing long-term antipsychotic treatment: A proton magnetic resonance spectroscopy and reliability study.,0.28,0.04,0.64,0.05,11.0,3.0,8.0,40.73,12.95
NAA,2018_veeramuthu_25,3,10.1016/j.acra.2018.01.005,2.059,0.11,2.715,0.264,0.0,0.0,Control,WM,Neurometabolites Alteration in the Acute Phase of Mild Traumatic Brain Injury (mTBI): An In Vivo Proton Magnetic Resonance Spectroscopy (1H-MRS) Study.,0.0,0.0,0.0,0.0,13.0,5.0,8.0,27.15,4.88
NAA,2019_bustillo_246,2,10.1016/j.jad.2018.12.064,0.0,0.0,13.049999999999999,0.8999999999999999,13.049999999999999,0.8999999999999999,Control,WM,Proton magnetic resonance spectroscopic imaging of gray and white matter in bipolar-I and schizophrenia.,0.16,0.06,0.81,0.0,45.0,19.0,26.0,39.1,11.9
NAA,2019_bustillo_246,4,10.1016/j.jad.2018.12.064,0.0,0.0,13.049999999999999,1.0499999999999998,13.049999999999999,1.0499999999999998,Control,WM,Proton magnetic resonance spectroscopic imaging of gray and white matter in bipolar-I and schizophrenia.,0.16,0.06,0.81,0.0,45.0,19.0,26.0,39.1,11.9
NAA,2019_ferland_237,1,10.1007/s00221-019-05691-z,0.0,0.0,16.701,0.3525,16.701,0.3525,Healthy,WM,Longitudinal assessment of (1)H-MRS (GABA and Glx) and TMS measures of cortical inhibition and facilitation in the sensorimotor cortex.,0.22399999999999998,0.04,0.743,0.048,10.0,5.0,5.0,26.0,4
NAA,2019_ferland_237,2,10.1007/s00221-019-05691-z,0.0,0.0,16.6275,0.5685,16.6275,0.5685,Healthy,WM,Longitudinal assessment of (1)H-MRS (GABA and Glx) and TMS measures of cortical inhibition and facilitation in the sensorimotor cortex.,0.22399999999999998,0.052000000000000005,0.742,0.057999999999999996,10.0,5.0,5.0,26.0,4
NAA,2019_monnig_54,1,10.1093/alcalc/agz062,1.61,0.113,0.0,0.0,0.0,0.0,Control,WM,Cerebral Metabolites on the Descending Limb of Acute Alcohol: A Preliminary 1H MRS Study.,0.0,0.0,0.0,0.0,13.0,8.0,5.0,26.4,2.8
NAA,2019_wiegers_62,1,10.1007/s00125-019-4862-9,0.0,0.0,8.34,0.41250000000000003,8.34,0.41250000000000003,Control,WM,Elevated brain glutamate levels in type 1 diabetes: correlations with glycaemic control and age of disease onset but not with hypoglycaemia awareness status.,0.265,0.042,0.713,0.047,13.0,7.0,6.0,25.5,5.5
NAA,2020_lind_40,4,10.1523/JNEUROSCI.2883-19.2020,0.0,0.0,8.3025,0.54,8.3025,0.54,Control,WM,"Regional Myo-Inositol, Creatine, and Choline Levels Are Higher at Older Age and Scale Negatively with Visuospatial Working Memory: A Cross-Sectional Proton MR Spectroscopy Study at 7 Tesla on Normal Cognitive Ageing.",0.29254,0.0,0.66486,0.0,20.0,10.0,10.0,22.6,2.37
NAA,2020_tran_30,2,10.1111/jon.12728,1.82,0.23,0.0,0.0,0.0,0.0,Control,WM,Brain MR Spectroscopy Markers of Encephalopathy Due to Nonalcoholic Steatohepatitis.,0.0,0.0,0.0,0.0,16.0,6.0,10.0,57.8,11.7
NAA,2018_egerton_23,7,10.1038/s41380-018-0082-9,1.26,0.15,0.0,0.0,0.0,0.0,Control,GM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.65,0.03,0.12,0.03,60.0,0.0,0.0,29.0,0
NAA,2018_egerton_23,8,10.1038/s41380-018-0082-9,1.24,0.07,0.0,0.0,0.0,0.0,Control,GM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.65,0.03,0.12,0.03,60.0,0.0,0.0,29.0,0
NAA,2018_egerton_23,9,10.1038/s41380-018-0082-9,1.17,0.04,0.0,0.0,0.0,0.0,Control,GM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.65,0.03,0.12,0.03,60.0,0.0,0.0,29.0,0
NAA,2018_egerton_23,1,10.1038/s41380-018-0082-9,1.24,0.11,0.0,0.0,0.0,0.0,Control,GM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.66,0.03,0.11,0.04,60.0,0.0,0.0,29.0,0
NAA,2018_egerton_23,2,10.1038/s41380-018-0082-9,1.23,0.09,0.0,0.0,0.0,0.0,Control,GM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.66,0.03,0.11,0.04,60.0,0.0,0.0,29.0,0
NAA,2018_egerton_23,3,10.1038/s41380-018-0082-9,1.2,0.07,0.0,0.0,0.0,0.0,Control,GM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.66,0.03,0.11,0.04,60.0,0.0,0.0,29.0,0
NAA,2018_evans_43,1,10.1038/s41386-018-0057-1,1.58,0.02,0.0,0.0,0.0,0.0,Control,GM,7T (1)H-MRS in major depressive disorder: a Ketamine Treatment Study.,0.6,0.08,0.18,0.04,17.0,12.0,5.0,34.7,2.9
NAA,2018_evans_43,2,10.1038/s41386-018-0057-1,1.57,0.03,0.0,0.0,0.0,0.0,Control,GM,7T (1)H-MRS in major depressive disorder: a Ketamine Treatment Study.,0.6,0.08,0.18,0.04,17.0,12.0,5.0,34.7,2.9
NAA,2018_evans_43,3,10.1038/s41386-018-0057-1,1.66,0.03,0.0,0.0,0.0,0.0,Control,GM,7T (1)H-MRS in major depressive disorder: a Ketamine Treatment Study.,0.6,0.08,0.18,0.04,17.0,12.0,5.0,34.7,2.9
NAA,2018_ford_10,4,10.3390/nu10121860,0.0,0.0,7.542000000000001,0.12600000000000003,0.0,0.0,Control,GM,The Effect of a High-Dose Vitamin B Multivitamin Supplement on the Relationship between Brain Metabolism and Blood Biomarkers of Oxidative Stress: A Randomized Control Trial.,0.7181000000000001,0.038,0.2357,0.0458,14.0,10.0,4.0,43.0,0
NAA,2018_ford_10,2,10.3390/nu10121860,0.0,0.0,7.524,0.18000000000000002,0.0,0.0,Control,GM,The Effect of a High-Dose Vitamin B Multivitamin Supplement on the Relationship between Brain Metabolism and Blood Biomarkers of Oxidative Stress: A Randomized Control Trial.,0.7239,0.0435,0.23550000000000001,0.0489,17.0,11.0,6.0,43.0,0
NAA,2018_white_43,2,10.1038/s41386-018-0027-7,0.0,0.0,7.488,0.639,0.0,0.0,Healthy,GM,"Psychostimulant drug effects on glutamate, Glx, and creatine in the anterior cingulate cortex and subjective response in healthy humans.",0.7,0.06,0.13,0.09,26.0,13.0,13.0,22.3,3.27
NAA,2018_white_43,3,10.1038/s41386-018-0027-7,0.0,0.0,7.38,0.5850000000000001,0.0,0.0,Healthy,GM,"Psychostimulant drug effects on glutamate, Glx, and creatine in the anterior cingulate cortex and subjective response in healthy humans.",0.7,0.06,0.13,0.09,26.0,13.0,13.0,22.3,3.27
NAA,2018_white_43,1,10.1038/s41386-018-0027-7,0.0,0.0,7.362,0.747,0.0,0.0,Healthy,GM,"Psychostimulant drug effects on glutamate, Glx, and creatine in the anterior cingulate cortex and subjective response in healthy humans.",0.7,0.06,0.13,0.09,26.0,13.0,13.0,22.3,3.27
NAA,2019_bustillo_246,1,10.1016/j.jad.2018.12.064,0.0,0.0,17.19,1.26,17.19,1.26,Control,GM,Proton magnetic resonance spectroscopic imaging of gray and white matter in bipolar-I and schizophrenia.,0.81,0.06,0.16,0.0,45.0,19.0,26.0,39.1,11.9
NAA,2019_bustillo_246,3,10.1016/j.jad.2018.12.064,0.0,0.0,17.1,1.53,17.1,1.53,Control,GM,Proton magnetic resonance spectroscopic imaging of gray and white matter in bipolar-I and schizophrenia.,0.81,0.06,0.16,0.0,45.0,19.0,26.0,39.1,11.9
NAA,2020_blest-hopley_25,2,10.1111/adb.12827,0.0,0.0,8.2863,0.9810000000000001,0.0,0.0,Control,GM,Adolescent-onset heavy cannabis use associated with significantly reduced glial but not neuronal markers and glutamate levels in the hippocampus.,0.6365,0.058,0.3099,0.098,21.0,12.0,9.0,24.24,4.11
NAA,2020_lind_40,1,10.1523/JNEUROSCI.2883-19.2020,0.0,0.0,8.739,0.513,8.739,0.513,Control,GM,"Regional Myo-Inositol, Creatine, and Choline Levels Are Higher at Older Age and Scale Negatively with Visuospatial Working Memory: A Cross-Sectional Proton MR Spectroscopy Study at 7 Tesla on Normal Cognitive Ageing.",0.64669,0.0,0.23431000000000002,0.0,20.0,10.0,10.0,22.6,2.37
NAA,2020_lind_40,10,10.1523/JNEUROSCI.2883-19.2020,0.0,0.0,11.277,1.0080000000000002,11.277,1.0080000000000002,Control,GM,"Regional Myo-Inositol, Creatine, and Choline Levels Are Higher at Older Age and Scale Negatively with Visuospatial Working Memory: A Cross-Sectional Proton MR Spectroscopy Study at 7 Tesla on Normal Cognitive Ageing.",0.6731999999999999,0.0,0.3268,0.0,20.0,10.0,10.0,22.6,2.37
NAA,2020_tran_30,1,10.1111/jon.12728,1.51,0.1,0.0,0.0,0.0,0.0,Control,GM,Brain MR Spectroscopy Markers of Encephalopathy Due to Nonalcoholic Steatohepatitis.,0.0,0.0,0.0,0.0,16.0,6.0,10.0,57.8,11.7
NAA,2021_steinegger_26,1,10.1111/adb.13027,0.0,0.0,8.217,0.6930000000000001,8.217,0.6930000000000001,Control,GM,Neurometabolic alterations in the nucleus accumbens of smokers assessed with H-1 magnetic resonance spectroscopy: The role of glutamate and neuroinflammation,0.8075,0.058899999999999994,0.1925,0.058899999999999994,25.0,0.0,20.0,26.3,4.27
NAAG,2018_burger_185,17,10.1016/j.drugalcdep.2017.11.029,1.417,0.167,0.0,0.0,0.0,0.0,Control,WM,The impact of acute and short-term methamphetamine abstinence on brain metabolites: A proton magnetic resonance spectroscopy chemical shift imaging study.,0.0,0.0,0.0,0.0,22.0,0.0,22.0,28.6,10.2
NAAG,2018_burger_185,18,10.1016/j.drugalcdep.2017.11.029,1.574,0.2,0.0,0.0,0.0,0.0,Control,WM,The impact of acute and short-term methamphetamine abstinence on brain metabolites: A proton magnetic resonance spectroscopy chemical shift imaging study.,0.0,0.0,0.0,0.0,22.0,0.0,22.0,28.6,10.2
NAAG,2018_egerton_23,10,10.1038/s41380-018-0082-9,1.65,0.18,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.08,0.06,0.92,0.06,60.0,0.0,0.0,29.0,0
NAAG,2018_egerton_23,11,10.1038/s41380-018-0082-9,1.54,0.16,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.08,0.06,0.92,0.06,60.0,0.0,0.0,29.0,0
NAAG,2018_egerton_23,12,10.1038/s41380-018-0082-9,1.53,0.1,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.08,0.06,0.92,0.06,60.0,0.0,0.0,29.0,0
NAAG,2018_egerton_23,4,10.1038/s41380-018-0082-9,1.61,0.18,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.1,0.06,0.9,0.06,60.0,0.0,0.0,29.0,0
NAAG,2018_egerton_23,5,10.1038/s41380-018-0082-9,1.54,0.19,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.1,0.06,0.9,0.06,60.0,0.0,0.0,29.0,0
NAAG,2018_egerton_23,6,10.1038/s41380-018-0082-9,1.55,0.19,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.1,0.06,0.9,0.06,60.0,0.0,0.0,29.0,0
NAAG,2018_plitman_273,2,10.1016/j.pscychresns.2018.01.004,0.0,0.0,2.011875,0.11249999999999999,0.0,0.0,Control,WM,Striatal neurometabolite levels in patients with schizophrenia undergoing long-term antipsychotic treatment: A proton magnetic resonance spectroscopy and reliability study.,0.28,0.04,0.64,0.05,11.0,3.0,8.0,40.73,12.95
NAAG,2018_plitman_273,5,10.1016/j.pscychresns.2018.01.004,0.0,0.0,2.0681249999999998,0.18,0.0,0.0,Control,WM,Striatal neurometabolite levels in patients with schizophrenia undergoing long-term antipsychotic treatment: A proton magnetic resonance spectroscopy and reliability study.,0.28,0.04,0.64,0.05,11.0,3.0,8.0,40.73,12.95
NAAG,2018_plitman_273,6,10.1016/j.pscychresns.2018.01.004,0.0,0.0,2.0100000000000002,0.136875,0.0,0.0,Control,WM,Striatal neurometabolite levels in patients with schizophrenia undergoing long-term antipsychotic treatment: A proton magnetic resonance spectroscopy and reliability study.,0.28,0.04,0.64,0.05,11.0,3.0,8.0,40.73,12.95
NAAG,2018_veeramuthu_25,3,10.1016/j.acra.2018.01.005,2.059,0.11,0.67875,0.066,0.0,0.0,Control,WM,Neurometabolites Alteration in the Acute Phase of Mild Traumatic Brain Injury (mTBI): An In Vivo Proton Magnetic Resonance Spectroscopy (1H-MRS) Study.,0.0,0.0,0.0,0.0,13.0,5.0,8.0,27.15,4.88
NAAG,2019_bustillo_246,2,10.1016/j.jad.2018.12.064,0.0,0.0,3.2624999999999997,0.22499999999999998,3.2624999999999997,0.22499999999999998,Control,WM,Proton magnetic resonance spectroscopic imaging of gray and white matter in bipolar-I and schizophrenia.,0.16,0.06,0.81,0.0,45.0,19.0,26.0,39.1,11.9
NAAG,2019_bustillo_246,4,10.1016/j.jad.2018.12.064,0.0,0.0,3.2624999999999997,0.26249999999999996,3.2624999999999997,0.26249999999999996,Control,WM,Proton magnetic resonance spectroscopic imaging of gray and white matter in bipolar-I and schizophrenia.,0.16,0.06,0.81,0.0,45.0,19.0,26.0,39.1,11.9
NAAG,2019_ferland_237,1,10.1007/s00221-019-05691-z,0.0,0.0,4.17525,0.088125,4.17525,0.088125,Healthy,WM,Longitudinal assessment of (1)H-MRS (GABA and Glx) and TMS measures of cortical inhibition and facilitation in the sensorimotor cortex.,0.22399999999999998,0.04,0.743,0.048,10.0,5.0,5.0,26.0,4
NAAG,2019_ferland_237,2,10.1007/s00221-019-05691-z,0.0,0.0,4.156875,0.142125,4.156875,0.142125,Healthy,WM,Longitudinal assessment of (1)H-MRS (GABA and Glx) and TMS measures of cortical inhibition and facilitation in the sensorimotor cortex.,0.22399999999999998,0.052000000000000005,0.742,0.057999999999999996,10.0,5.0,5.0,26.0,4
NAAG,2019_monnig_54,1,10.1093/alcalc/agz062,1.61,0.113,0.0,0.0,0.0,0.0,Control,WM,Cerebral Metabolites on the Descending Limb of Acute Alcohol: A Preliminary 1H MRS Study.,0.0,0.0,0.0,0.0,13.0,8.0,5.0,26.4,2.8
NAAG,2019_wiegers_62,1,10.1007/s00125-019-4862-9,0.0,0.0,2.085,0.10312500000000001,2.085,0.10312500000000001,Control,WM,Elevated brain glutamate levels in type 1 diabetes: correlations with glycaemic control and age of disease onset but not with hypoglycaemia awareness status.,0.265,0.042,0.713,0.047,13.0,7.0,6.0,25.5,5.5
NAAG,2020_lind_40,4,10.1523/JNEUROSCI.2883-19.2020,0.0,0.0,2.075625,0.135,2.075625,0.135,Control,WM,"Regional Myo-Inositol, Creatine, and Choline Levels Are Higher at Older Age and Scale Negatively with Visuospatial Working Memory: A Cross-Sectional Proton MR Spectroscopy Study at 7 Tesla on Normal Cognitive Ageing.",0.29254,0.0,0.66486,0.0,20.0,10.0,10.0,22.6,2.37
NAAG,2020_tran_30,2,10.1111/jon.12728,1.82,0.23,0.0,0.0,0.0,0.0,Control,WM,Brain MR Spectroscopy Markers of Encephalopathy Due to Nonalcoholic Steatohepatitis.,0.0,0.0,0.0,0.0,16.0,6.0,10.0,57.8,11.7
NAAG,2018_egerton_23,7,10.1038/s41380-018-0082-9,1.26,0.15,0.0,0.0,0.0,0.0,Control,GM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.65,0.03,0.12,0.03,60.0,0.0,0.0,29.0,0
NAAG,2018_egerton_23,8,10.1038/s41380-018-0082-9,1.24,0.07,0.0,0.0,0.0,0.0,Control,GM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.65,0.03,0.12,0.03,60.0,0.0,0.0,29.0,0
NAAG,2018_egerton_23,9,10.1038/s41380-018-0082-9,1.17,0.04,0.0,0.0,0.0,0.0,Control,GM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.65,0.03,0.12,0.03,60.0,0.0,0.0,29.0,0
NAAG,2018_egerton_23,1,10.1038/s41380-018-0082-9,1.24,0.11,0.0,0.0,0.0,0.0,Control,GM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.66,0.03,0.11,0.04,60.0,0.0,0.0,29.0,0
NAAG,2018_egerton_23,2,10.1038/s41380-018-0082-9,1.23,0.09,0.0,0.0,0.0,0.0,Control,GM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.66,0.03,0.11,0.04,60.0,0.0,0.0,29.0,0
NAAG,2018_egerton_23,3,10.1038/s41380-018-0082-9,1.2,0.07,0.0,0.0,0.0,0.0,Control,GM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.66,0.03,0.11,0.04,60.0,0.0,0.0,29.0,0
NAAG,2018_evans_43,1,10.1038/s41386-018-0057-1,1.58,0.02,0.0,0.0,0.0,0.0,Control,GM,7T (1)H-MRS in major depressive disorder: a Ketamine Treatment Study.,0.6,0.08,0.18,0.04,17.0,12.0,5.0,34.7,2.9
NAAG,2018_evans_43,2,10.1038/s41386-018-0057-1,1.57,0.03,0.0,0.0,0.0,0.0,Control,GM,7T (1)H-MRS in major depressive disorder: a Ketamine Treatment Study.,0.6,0.08,0.18,0.04,17.0,12.0,5.0,34.7,2.9
NAAG,2018_evans_43,3,10.1038/s41386-018-0057-1,1.66,0.03,0.0,0.0,0.0,0.0,Control,GM,7T (1)H-MRS in major depressive disorder: a Ketamine Treatment Study.,0.6,0.08,0.18,0.04,17.0,12.0,5.0,34.7,2.9
NAAG,2018_ford_10,4,10.3390/nu10121860,0.0,0.0,0.7542000000000001,0.012600000000000004,0.0,0.0,Control,GM,The Effect of a High-Dose Vitamin B Multivitamin Supplement on the Relationship between Brain Metabolism and Blood Biomarkers of Oxidative Stress: A Randomized Control Trial.,0.7181000000000001,0.038,0.2357,0.0458,14.0,10.0,4.0,43.0,0
NAAG,2018_ford_10,2,10.3390/nu10121860,0.0,0.0,0.7524000000000001,0.018000000000000002,0.0,0.0,Control,GM,The Effect of a High-Dose Vitamin B Multivitamin Supplement on the Relationship between Brain Metabolism and Blood Biomarkers of Oxidative Stress: A Randomized Control Trial.,0.7239,0.0435,0.23550000000000001,0.0489,17.0,11.0,6.0,43.0,0
NAAG,2018_white_43,2,10.1038/s41386-018-0027-7,0.0,0.0,0.7488000000000001,0.0639,0.0,0.0,Healthy,GM,"Psychostimulant drug effects on glutamate, Glx, and creatine in the anterior cingulate cortex and subjective response in healthy humans.",0.7,0.06,0.13,0.09,26.0,13.0,13.0,22.3,3.27
NAAG,2018_white_43,3,10.1038/s41386-018-0027-7,0.0,0.0,0.738,0.05850000000000001,0.0,0.0,Healthy,GM,"Psychostimulant drug effects on glutamate, Glx, and creatine in the anterior cingulate cortex and subjective response in healthy humans.",0.7,0.06,0.13,0.09,26.0,13.0,13.0,22.3,3.27
NAAG,2018_white_43,1,10.1038/s41386-018-0027-7,0.0,0.0,0.7362000000000001,0.0747,0.0,0.0,Healthy,GM,"Psychostimulant drug effects on glutamate, Glx, and creatine in the anterior cingulate cortex and subjective response in healthy humans.",0.7,0.06,0.13,0.09,26.0,13.0,13.0,22.3,3.27
NAAG,2019_bustillo_246,1,10.1016/j.jad.2018.12.064,0.0,0.0,1.7190000000000003,0.126,1.7190000000000003,0.126,Control,GM,Proton magnetic resonance spectroscopic imaging of gray and white matter in bipolar-I and schizophrenia.,0.81,0.06,0.16,0.0,45.0,19.0,26.0,39.1,11.9
NAAG,2019_bustillo_246,3,10.1016/j.jad.2018.12.064,0.0,0.0,1.7100000000000002,0.15300000000000002,1.7100000000000002,0.15300000000000002,Control,GM,Proton magnetic resonance spectroscopic imaging of gray and white matter in bipolar-I and schizophrenia.,0.81,0.06,0.16,0.0,45.0,19.0,26.0,39.1,11.9
NAAG,2020_blest-hopley_25,2,10.1111/adb.12827,0.0,0.0,0.8286300000000001,0.09810000000000002,0.0,0.0,Control,GM,Adolescent-onset heavy cannabis use associated with significantly reduced glial but not neuronal markers and glutamate levels in the hippocampus.,0.6365,0.058,0.3099,0.098,21.0,12.0,9.0,24.24,4.11
